scope,role,policy_id,vector_hash,budget_group,display_role,borough,category,sla_days_mean,inspection_fraction_mean,sla_days_std,inspection_fraction_std,n_evaluations,sla_days_sem,inspection_fraction_sem
mean_across_authenticated_inference_seeds_321_345,borough_most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,borough,most_equitable,Bronx,Root/Sewer/Sidewalk,1.2,0.9262458153993305,0.40824829046386296,0.00806626476211311,25,0.0816496580927726,0.001613252952422622
mean_across_authenticated_inference_seeds_321_345,borough_most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,borough,most_equitable,Brooklyn,Hazard,1.0,0.9435498831014526,0.0,0.0032047079034833834,25,0.0,0.0006409415806966766
mean_across_authenticated_inference_seeds_321_345,borough_most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,borough,most_equitable,Brooklyn,Illegal Tree Damage,0.0,0.9971680654185496,0.0,0.0005185501634582388,25,0.0,0.00010371003269164776
mean_across_authenticated_inference_seeds_321_345,borough_most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,borough,most_equitable,Brooklyn,Other,0.0,0.9997080291970804,0.0,0.0008069646691861845,25,0.0,0.0001613929338372369
mean_across_authenticated_inference_seeds_321_345,borough_most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,borough,most_equitable,Brooklyn,Prune,26.2,0.1445474285005273,2.327373340628156,0.005025236683645159,25,0.4654746681256312,0.0010050473367290318
mean_across_authenticated_inference_seeds_321_345,borough_most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,borough,most_equitable,Brooklyn,Remove Tree,9.08,0.714963974213121,0.862167810425172,0.012053629076820694,25,0.1724335620850344,0.002410725815364139
mean_across_authenticated_inference_seeds_321_345,borough_most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,borough,most_equitable,Brooklyn,Root/Sewer/Sidewalk,0.0,0.9958241062954761,0.0,0.0010291691076633708,25,0.0,0.00020583382153267416
mean_across_authenticated_inference_seeds_321_345,borough_most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,borough,most_equitable,Manhattan,Hazard,1.08,0.9545592376001732,0.27688746209726917,0.0050245656240833925,25,0.05537749241945383,0.0010049131248166786
mean_across_authenticated_inference_seeds_321_345,borough_most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,borough,most_equitable,Manhattan,Illegal Tree Damage,1.0,0.9906817231283982,0.0,0.001292023671445454,25,0.0,0.0002584047342890908
mean_across_authenticated_inference_seeds_321_345,borough_most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,borough,most_equitable,Manhattan,Other,0.0,0.9934591194968553,0.0,0.0046216787599682495,25,0.0,0.00092433575199365
mean_across_authenticated_inference_seeds_321_345,borough_most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,borough,most_equitable,Manhattan,Prune,15.4,0.14324761204996322,3.427827300200523,0.011664781556188759,25,0.6855654600401045,0.002332956311237752
mean_across_authenticated_inference_seeds_321_345,borough_most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,borough,most_equitable,Manhattan,Remove Tree,9.2,0.7215112899619942,0.9128709291752768,0.01441258913425032,25,0.18257418583505536,0.002882517826850064
