calendar_year,random_seed,display_role,policy_id,vector_hash,efficiency_loss,equity_loss,historical_efficiency_loss,historical_equity_loss,efficiency_ratio_historical,equity_ratio_historical
2019,331,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,13104802.0,972.0270161110358,16419478,1160.1949292345921,0.79812537280417806,0.83781353599976938
2019,332,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,13092583.999999998,954.3421852709471,16419478,1160.1949292345921,0.79738125657831493,0.82257055364011034
2019,333,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,13199642.0,994.9605216540531,16419478,1160.1949292345921,0.80390143949765025,0.8575804777137338
2019,334,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,13120299.333333334,937.9805753699306,16419478,1160.1949292345921,0.79906921117305518,0.80846808733144393
2019,335,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,13172140.666666668,946.1199182888059,16419478,1160.1949292345921,0.80222651820396895,0.81548358336041293
2019,336,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,13177533.333333332,933.703606194028,16419478,1160.1949292345921,0.80255494927021021,0.80478166441393972
2019,337,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,13131618.666666666,971.3644904091389,16419478,1160.1949292345921,0.79975859565490848,0.8372424891134207
2019,338,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,13167782.666666666,947.3459893363904,16419478,1160.1949292345921,0.80196110172726964,0.81654036357612492
2019,339,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,13147590.000000002,959.3016125232368,16419478,1160.1949292345921,0.80073130217659794,0.82684520363841851
2019,340,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,13157638.0,952.3656584168323,16419478,1160.1949292345921,0.80134325829359498,0.82086693745949257
